Doc_name	Precision	Recall
CACM-3048	0.0	0.0
CACM-2188	0.0	0.0
CACM-1591	0.0	0.0
CACM-3002	0.0	0.0
CACM-1844	0.0	0.0
CACM-1680	0.0	0.0
CACM-3070	0.0	0.0
CACM-1665	0.0	0.0
CACM-3147	0.0	0.0
CACM-2882	0.0	0.0
CACM-1653	0.0	0.0
CACM-2859	0.0	0.0
CACM-2535	0.0	0.0
CACM-2344	0.0	0.0
CACM-2003	0.0	0.0
CACM-1366	0.0	0.0
CACM-2812	0.0	0.0
CACM-1308	0.0	0.0
CACM-2319	0.0	0.0
CACM-2452	0.0	0.0
CACM-2542	0.0	0.0
CACM-2002	0.0	0.0
CACM-2862	0.0	0.0
CACM-1533	0.0	0.0
CACM-1951	0.0	0.0
CACM-3087	0.0	0.0
CACM-1885	0.0	0.0
CACM-1931	0.0	0.0
CACM-1827	0.0	0.0
CACM-2522	0.0	0.0
CACM-1747	0.0	0.0
CACM-2851	0.0	0.0
CACM-2560	0.0	0.0
CACM-2233	0.0	0.0
CACM-2470	0.0	0.0
CACM-1771	0.0	0.0
CACM-1699	0.0	0.0
CACM-1503	0.0	0.0
CACM-2402	0.0	0.0
CACM-2396	0.0	0.0
CACM-2893	0.0	0.0
CACM-0585	0.0	0.0
CACM-1719	0.0	0.0
CACM-1032	0.0	0.0
CACM-2741	0.0	0.0
CACM-3049	0.0	0.0
CACM-2390	0.0	0.0
CACM-2105	0.0	0.0
CACM-2669	0.0	0.0
CACM-2218	0.0	0.0
CACM-1862	0.0	0.0
CACM-1751	0.0	0.0
CACM-1916	0.0	0.0
CACM-2372	0.0	0.0
CACM-2984	0.0	0.0
CACM-1620	0.0	0.0
CACM-2314	0.0	0.0
CACM-3072	0.0	0.0
CACM-1518	0.0	0.0
CACM-1698	0.0	0.0
CACM-2948	0.0	0.0
CACM-1543	0.016	0.333
CACM-2886	0.016	0.333
CACM-1928	0.016	0.333
CACM-2795	0.015	0.333
CACM-2046	0.015	0.333
CACM-1108	0.015	0.333
CACM-3011	0.015	0.333
CACM-2931	0.014	0.333
CACM-1264	0.014	0.333
CACM-3025	0.014	0.333
CACM-2277	0.014	0.333
CACM-1030	0.014	0.333
CACM-2681	0.014	0.333
CACM-2197	0.013	0.333
CACM-2245	0.013	0.333
CACM-1572	0.013	0.333
CACM-1892	0.013	0.333
CACM-2318	0.013	0.333
CACM-2297	0.013	0.333
CACM-1542	0.012	0.333
CACM-2181	0.012	0.333
CACM-3089	0.012	0.333
CACM-2870	0.012	0.333
CACM-3077	0.012	0.333
CACM-1194	0.012	0.333
CACM-2317	0.011	0.333
CACM-2357	0.011	0.333
CACM-1805	0.011	0.333
CACM-2379	0.011	0.333
CACM-1856	0.011	0.333
CACM-1381	0.011	0.333
CACM-2977	0.011	0.333
CACM-1605	0.011	0.333
CACM-1033	0.011	0.333
CACM-2629	0.01	0.333
CACM-2622	0.01	0.333
CACM-2668	0.01	0.333
CACM-1671	0.01	0.333
CACM-3090	0.01	0.333
