Doc_name	Precision	Recall
CACM-1696	0.0	0.0
CACM-2065	0.0	0.0
CACM-2342	0.0	0.0
CACM-2080	0.0	0.0
CACM-3043	0.0	0.0
CACM-1135	0.0	0.0
CACM-2999	0.0	0.0
CACM-2882	0.0	0.0
CACM-3120	0.0	0.0
CACM-3020	0.0	0.0
CACM-1098	0.0	0.0
CACM-1748	0.0	0.0
CACM-1846	0.0	0.0
CACM-2376	0.0	0.0
CACM-2378	0.0	0.0
CACM-2727	0.0	0.0
CACM-3112	0.0	0.0
CACM-1410	0.0	0.0
CACM-1359	0.0	0.0
CACM-2931	0.0	0.0
CACM-3059	0.0	0.0
CACM-1194	0.0	0.0
CACM-1588	0.0	0.0
CACM-1856	0.0	0.0
CACM-2195	0.0	0.0
CACM-2233	0.0	0.0
CACM-2307	0.0	0.0
CACM-2320	0.0	0.0
CACM-2370	0.0	0.0
CACM-2396	0.0	0.0
CACM-2740	0.0	0.0
CACM-2838	0.0	0.0
CACM-2912	0.0	0.0
CACM-3128	0.0	0.0
CACM-2535	0.0	0.0
CACM-1216	0.0	0.0
CACM-1233	0.0	0.0
CACM-1441	0.0	0.0
CACM-1886	0.0	0.0
CACM-2210	0.0	0.0
CACM-2263	0.0	0.0
CACM-0278	0.0	0.0
CACM-0397	0.0	0.0
CACM-0855	0.0	0.0
CACM-1272	0.0	0.0
CACM-1412	0.0	0.0
CACM-1570	0.0	0.0
CACM-1587	0.0	0.0
CACM-1652	0.0	0.0
CACM-1719	0.0	0.0
CACM-1746	0.0	0.0
CACM-1749	0.0	0.0
CACM-1853	0.0	0.0
CACM-1908	0.0	0.0
CACM-1957	0.0	0.0
CACM-1960	0.0	0.0
CACM-2050	0.0	0.0
CACM-2051	0.0	0.0
CACM-2060	0.0	0.0
CACM-2142	0.0	0.0
CACM-2178	0.0	0.0
CACM-2401	0.0	0.0
CACM-2628	0.0	0.0
CACM-2723	0.0	0.0
CACM-3137	0.0	0.0
CACM-3141	0.0	0.0
CACM-0268	0.0	0.0
CACM-1235	0.0	0.0
CACM-1540	0.0	0.0
CACM-0020	0.0	0.0
CACM-0078	0.0	0.0
CACM-0942	0.0	0.0
CACM-1051	0.0	0.0
CACM-1169	0.0	0.0
CACM-1180	0.0	0.0
CACM-1307	0.013	0.125
CACM-1468	0.013	0.125
CACM-1637	0.013	0.125
CACM-1925	0.013	0.125
CACM-2137	0.013	0.125
CACM-2252	0.012	0.125
CACM-3013	0.012	0.125
CACM-3030	0.012	0.125
CACM-3153	0.012	0.125
CACM-3165	0.012	0.125
CACM-0252	0.012	0.125
CACM-0414	0.011	0.125
CACM-0616	0.011	0.125
CACM-0981	0.011	0.125
CACM-1108	0.011	0.125
CACM-1195	0.011	0.125
CACM-1236	0.011	0.125
CACM-1251	0.011	0.125
CACM-1385	0.011	0.125
CACM-1424	0.011	0.125
CACM-1439	0.01	0.125
CACM-1456	0.01	0.125
CACM-1465	0.01	0.125
CACM-1482	0.01	0.125
CACM-1543	0.01	0.125
