Doc_name	Precision	Recall
CACM-2318	0.0	0.0
CACM-3048	0.0	0.0
CACM-2984	0.0	0.0
CACM-3119	0.0	0.0
CACM-2542	0.0	0.0
CACM-2571	0.0	0.0
CACM-3136	0.0	0.0
CACM-2988	0.0	0.0
CACM-1653	0.0	0.0
CACM-3070	0.0	0.0
CACM-2452	0.0	0.0
CACM-2741	0.0	0.0
CACM-2711	0.0	0.0
CACM-2522	0.0	0.0
CACM-2951	0.0	0.0
CACM-1518	0.0	0.0
CACM-1938	0.0	0.0
CACM-3089	0.0	0.0
CACM-2319	0.0	0.0
CACM-1032	0.0	0.0
CACM-2859	0.0	0.0
CACM-2862	0.0	0.0
CACM-2344	0.0	0.0
CACM-1344	0.0	0.0
CACM-1680	0.0	0.0
CACM-2535	0.0	0.0
CACM-2812	0.0	0.0
CACM-2882	0.0	0.0
CACM-2990	0.0	0.0
CACM-3072	0.0	0.0
CACM-2245	0.0	0.0
CACM-2681	0.0	0.0
CACM-1526	0.0	0.0
CACM-2894	0.0	0.0
CACM-2634	0.0	0.0
CACM-1931	0.0	0.0
CACM-1827	0.0	0.0
CACM-3147	0.0	0.0
CACM-1699	0.0	0.0
CACM-2669	0.0	0.0
CACM-1572	0.0	0.0
CACM-1908	0.0	0.0
CACM-1951	0.0	0.0
CACM-2268	0.0	0.0
CACM-3088	0.0	0.0
CACM-1533	0.0	0.0
CACM-2798	0.0	0.0
CACM-3028	0.0	0.0
CACM-2286	0.0	0.0
CACM-2188	0.0	0.0
CACM-2720	0.0	0.0
CACM-1030	0.0	0.0
CACM-2375	0.0	0.0
CACM-2560	0.0	0.0
CACM-1199	0.0	0.0
CACM-1308	0.0	0.0
CACM-3137	0.0	0.0
CACM-2372	0.0	0.0
CACM-3068	0.0	0.0
CACM-1261	0.0	0.0
CACM-1441	0.0	0.0
CACM-2743	0.0	0.0
CACM-2555	0.0	0.0
CACM-0617	0.0	0.0
CACM-1957	0.0	0.0
CACM-2771	0.0	0.0
CACM-1698	0.0	0.0
CACM-2105	0.0	0.0
CACM-2504	0.0	0.0
CACM-1591	0.0	0.0
CACM-2255	0.0	0.0
CACM-1912	0.0	0.0
CACM-3169	0.0	0.0
CACM-1517	0.0	0.0
CACM-1719	0.0	0.0
CACM-1411	0.0	0.0
CACM-2624	0.0	0.0
CACM-2852	0.0	0.0
CACM-1161	0.0	0.0
CACM-1892	0.0	0.0
CACM-3059	0.0	0.0
CACM-3058	0.0	0.0
CACM-3002	0.0	0.0
CACM-1169	0.0	0.0
CACM-3026	0.0	0.0
CACM-0096	0.0	0.0
CACM-1267	0.0	0.0
CACM-2402	0.0	0.0
CACM-3078	0.0	0.0
CACM-2950	0.0	0.0
CACM-3016	0.0	0.0
CACM-2870	0.0	0.0
CACM-2969	0.0	0.0
CACM-2069	0.0	0.0
CACM-3025	0.0	0.0
CACM-2062	0.0	0.0
CACM-2297	0.0	0.0
CACM-1792	0.0	0.0
CACM-1916	0.0	0.0
CACM-0671	0.0	0.0
